URG;Escola;Descricao;2022;2023;2024;2025;Total
URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;ALUNOS VACINADOS;0;193;174;55;422
URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;VACINAS APLICADAS;0;201;221;82;504
URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;ENCAMINHAMENTOS;0;49;53;49;151
URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;EXAMES;0;33;35;36;104
URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;ALUNOS CADASTRADOS;790;784;770;849;3193
URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;ALUNOS ATENDIDOS;0;747;700;789;2236
URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;AVAL. PROFESSORES;0;688;565;748;2001
URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;AVAL. PSCÓLOGOS;0;683;602;178;1463
URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;AVAL. ASSIST. SOCIAIS;0;649;605;683;1937
URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;AVAL. ENFERMAGEM;0;694;624;681;1999
URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;AVAL. MÉDICAS;0;405;322;315;1042
URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;ALUNOS VACINADOS;0;318;238;221;777
URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;VACINAS APLICADAS;0;347;253;302;902
URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;ENCAMINHAMENTOS;0;105;161;79;345
URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;EXAMES;0;91;147;72;310
URG VI-AUSTIN;E M RUI BARBOSA;ALUNOS CADASTRADOS;427;440;450;448;1765
URG VI-AUSTIN;E M RUI BARBOSA;ALUNOS ATENDIDOS;0;382;366;387;1135
URG VI-AUSTIN;E M RUI BARBOSA;AVAL. PROFESSORES;0;365;347;375;1087
URG VI-AUSTIN;E M RUI BARBOSA;AVAL. PSCÓLOGOS;0;344;295;188;827
URG VI-AUSTIN;E M RUI BARBOSA;AVAL. ASSIST. SOCIAIS;0;355;307;335;997
URG VI-AUSTIN;E M RUI BARBOSA;AVAL. ENFERMAGEM;0;352;313;354;1019
URG VI-AUSTIN;E M RUI BARBOSA;AVAL. MÉDICAS;0;243;168;184;595
URG VI-AUSTIN;E M RUI BARBOSA;ALUNOS VACINADOS;0;156;120;86;362
URG VI-AUSTIN;E M RUI BARBOSA;VACINAS APLICADAS;0;160;250;139;549
URG VI-AUSTIN;E M RUI BARBOSA;ENCAMINHAMENTOS;0;69;73;50;192
URG VI-AUSTIN;E M RUI BARBOSA;EXAMES;0;57;64;51;172
URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;ALUNOS CADASTRADOS;860;689;637;635;2821
URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;ALUNOS ATENDIDOS;0;539;518;557;1614
URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;AVAL. PROFESSORES;0;307;482;482;1271
URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;AVAL. PSCÓLOGOS;0;481;436;41;958
URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;AVAL. ASSIST. SOCIAIS;0;434;477;455;1366
URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;AVAL. ENFERMAGEM;0;494;460;474;1428
URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;AVAL. MÉDICAS;0;225;201;205;631
URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;ALUNOS VACINADOS;0;172;145;177;494
URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;VACINAS APLICADAS;0;209;203;251;663
URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;ENCAMINHAMENTOS;0;50;16;53;119
URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;EXAMES;0;26;32;50;108
URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;ALUNOS CADASTRADOS;151;140;161;180;632
URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;ALUNOS ATENDIDOS;0;101;115;134;350
URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;AVAL. PROFESSORES;0;97;103;128;328
URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;AVAL. PSCÓLOGOS;0;96;95;22;213
URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;AVAL. ASSIST. SOCIAIS;0;97;99;123;319
URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;AVAL. ENFERMAGEM;0;96;107;123;326
URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;AVAL. MÉDICAS;0;67;99;90;256
URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;ALUNOS VACINADOS;0;26;63;61;150
URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;VACINAS APLICADAS;0;26;101;102;229
URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;ENCAMINHAMENTOS;0;0;26;35;61
URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;EXAMES;0;0;35;32;67
URG VI-AUSTIN;EMEI VILA SAO MIGUEL;ALUNOS CADASTRADOS;81;80;78;81;320
URG VI-AUSTIN;EMEI VILA SAO MIGUEL;ALUNOS ATENDIDOS;0;55;63;68;186
URG VI-AUSTIN;EMEI VILA SAO MIGUEL;AVAL. PROFESSORES;0;54;62;60;176
URG VI-AUSTIN;EMEI VILA SAO MIGUEL;AVAL. PSCÓLOGOS;0;54;51;36;141
URG VI-AUSTIN;EMEI VILA SAO MIGUEL;AVAL. ASSIST. SOCIAIS;0;52;63;60;175
URG VI-AUSTIN;EMEI VILA SAO MIGUEL;AVAL. ENFERMAGEM;0;55;63;64;182
URG VI-AUSTIN;EMEI VILA SAO MIGUEL;AVAL. MÉDICAS;0;45;48;61;154
URG VI-AUSTIN;EMEI VILA SAO MIGUEL;ALUNOS VACINADOS;0;31;36;37;104
URG VI-AUSTIN;EMEI VILA SAO MIGUEL;VACINAS APLICADAS;0;34;66;67;167
URG VI-AUSTIN;EMEI VILA SAO MIGUEL;ENCAMINHAMENTOS;0;18;28;24;70
URG VI-AUSTIN;EMEI VILA SAO MIGUEL;EXAMES;0;19;31;17;67
URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;ALUNOS CADASTRADOS;364;353;367;369;1453
URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;ALUNOS ATENDIDOS;0;284;309;253;846
URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;AVAL. PROFESSORES;0;241;96;239;576
URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;AVAL. PSCÓLOGOS;0;257;280;0;537
URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;AVAL. ASSIST. SOCIAIS;0;253;265;232;750
URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;AVAL. ENFERMAGEM;0;268;296;228;792
URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;AVAL. MÉDICAS;0;154;112;100;366
URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;ALUNOS VACINADOS;0;94;46;47;187
URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;VACINAS APLICADAS;0;103;51;53;207
URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;ENCAMINHAMENTOS;0;99;24;36;159
URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;EXAMES;0;35;32;28;95
URG VIII-MIGUEL COUTO;E M AYRTON SENNA;ALUNOS CADASTRADOS;624;624;593;537;2378
URG VIII-MIGUEL COUTO;E M AYRTON SENNA;ALUNOS ATENDIDOS;0;524;478;433;1435
URG VIII-MIGUEL COUTO;E M AYRTON SENNA;AVAL. PROFESSORES;0;449;174;398;1021
URG VIII-MIGUEL COUTO;E M AYRTON SENNA;AVAL. PSCÓLOGOS;0;465;421;0;886
URG VIII-MIGUEL COUTO;E M AYRTON SENNA;AVAL. ASSIST. SOCIAIS;0;458;389;374;1221
URG VIII-MIGUEL COUTO;E M AYRTON SENNA;AVAL. ENFERMAGEM;0;485;403;389;1277
URG VIII-MIGUEL COUTO;E M AYRTON SENNA;AVAL. MÉDICAS;0;249;144;152;545
URG VIII-MIGUEL COUTO;E M AYRTON SENNA;ALUNOS VACINADOS;0;140;71;44;255
URG VIII-MIGUEL COUTO;E M AYRTON SENNA;VACINAS APLICADAS;0;144;78;50;272
URG VIII-MIGUEL COUTO;E M AYRTON SENNA;ENCAMINHAMENTOS;0;176;29;53;258
URG VIII-MIGUEL COUTO;E M AYRTON SENNA;EXAMES;0;70;52;52;174
URG VIII-MIGUEL COUTO;E M FLOR DE LIS;ALUNOS CADASTRADOS;427;395;411;415;1648
URG VIII-MIGUEL COUTO;E M FLOR DE LIS;ALUNOS ATENDIDOS;0;290;322;356;968
URG VIII-MIGUEL COUTO;E M FLOR DE LIS;AVAL. PROFESSORES;0;258;177;336;771
URG VIII-MIGUEL COUTO;E M FLOR DE LIS;AVAL. PSCÓLOGOS;0;232;272;0;504
URG VIII-MIGUEL COUTO;E M FLOR DE LIS;AVAL. ASSIST. SOCIAIS;0;244;253;312;809
URG VIII-MIGUEL COUTO;E M FLOR DE LIS;AVAL. ENFERMAGEM;0;266;299;319;884
URG VIII-MIGUEL COUTO;E M FLOR DE LIS;AVAL. MÉDICAS;0;152;164;176;492
URG VIII-MIGUEL COUTO;E M FLOR DE LIS;ALUNOS VACINADOS;0;76;103;40;219
URG VIII-MIGUEL COUTO;E M FLOR DE LIS;VACINAS APLICADAS;0;87;145;43;275
URG VIII-MIGUEL COUTO;E M FLOR DE LIS;ENCAMINHAMENTOS;0;37;57;90;184
URG VIII-MIGUEL COUTO;E M FLOR DE LIS;EXAMES;0;23;67;68;158
URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;ALUNOS CADASTRADOS;952;915;998;1031;3896
URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;ALUNOS ATENDIDOS;0;745;930;902;2577
URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;AVAL. PROFESSORES;0;637;711;746;2094
URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;AVAL. PSCÓLOGOS;0;648;629;261;1538
URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;AVAL. ASSIST. SOCIAIS;0;652;689;708;2049
URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;AVAL. ENFERMAGEM;0;658;666;705;2029
URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;AVAL. MÉDICAS;0;271;169;212;652
URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;ALUNOS VACINADOS;0;147;97;93;337
URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;VACINAS APLICADAS;0;174;155;101;430
URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;ENCAMINHAMENTOS;0;146;57;67;270
URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;EXAMES;0;76;42;47;165
URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;ALUNOS CADASTRADOS;429;450;454;442;1775
URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;ALUNOS ATENDIDOS;0;408;350;395;1153
URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;AVAL. PROFESSORES;0;365;0;353;718
URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;AVAL. PSCÓLOGOS;0;355;296;162;813
URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;AVAL. ASSIST. SOCIAIS;0;347;290;289;926
URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;AVAL. ENFERMAGEM;0;370;299;321;990
URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;AVAL. MÉDICAS;0;183;76;111;370
URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;ALUNOS VACINADOS;0;122;33;43;198
URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;VACINAS APLICADAS;0;140;46;50;236
URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;ENCAMINHAMENTOS;0;140;14;24;178
URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;EXAMES;0;98;18;24;140
URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;ALUNOS CADASTRADOS;646;675;624;646;2591
URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;ALUNOS ATENDIDOS;0;509;504;483;1496
URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;AVAL. PROFESSORES;0;423;399;445;1267
URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;AVAL. PSCÓLOGOS;0;442;370;0;812
URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;AVAL. ASSIST. SOCIAIS;0;437;365;400;1202
URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;AVAL. ENFERMAGEM;0;454;412;435;1301
URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;AVAL. MÉDICAS;0;304;243;209;756
URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;ALUNOS VACINADOS;0;73;78;59;210
URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;VACINAS APLICADAS;0;88;85;80;253
URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;ENCAMINHAMENTOS;0;107;66;141;314
URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;EXAMES;0;93;112;81;286
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;ALUNOS CADASTRADOS;646;686;679;617;2628
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;ALUNOS ATENDIDOS;0;424;424;506;1354
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;AVAL. PROFESSORES;0;362;215;462;1039
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;AVAL. PSCÓLOGOS;0;381;374;0;755
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;AVAL. ASSIST. SOCIAIS;0;384;369;444;1197
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;AVAL. ENFERMAGEM;0;389;380;401;1170
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;AVAL. MÉDICAS;0;208;99;98;405
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;ALUNOS VACINADOS;0;121;43;37;201
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;VACINAS APLICADAS;0;134;60;59;253
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;ENCAMINHAMENTOS;0;69;43;39;151
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;EXAMES;0;49;39;28;116
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;ALUNOS CADASTRADOS;290;649;617;599;2155
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;ALUNOS ATENDIDOS;0;604;580;544;1728
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;AVAL. PROFESSORES;0;557;559;534;1650
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;AVAL. PSCÓLOGOS;0;544;458;0;1002
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;AVAL. ASSIST. SOCIAIS;0;547;489;473;1509
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;AVAL. ENFERMAGEM;0;575;496;486;1557
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;AVAL. MÉDICAS;0;410;228;205;843
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;ALUNOS VACINADOS;0;188;113;46;347
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;VACINAS APLICADAS;0;199;144;50;393
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;ENCAMINHAMENTOS;0;260;76;106;442
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;EXAMES;0;119;47;68;234
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;ALUNOS CADASTRADOS;666;732;742;710;2850
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;ALUNOS ATENDIDOS;0;535;624;488;1647
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;AVAL. PROFESSORES;0;370;365;396;1131
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;AVAL. PSCÓLOGOS;0;454;519;0;973
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;AVAL. ASSIST. SOCIAIS;0;441;502;434;1377
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;AVAL. ENFERMAGEM;0;495;557;441;1493
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;AVAL. MÉDICAS;0;239;173;134;546
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;ALUNOS VACINADOS;0;88;118;53;259
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;VACINAS APLICADAS;0;126;153;58;337
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;ENCAMINHAMENTOS;0;143;54;39;236
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;EXAMES;0;67;79;25;171
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;ALUNOS CADASTRADOS;796;308;286;274;1664
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;ALUNOS ATENDIDOS;0;260;253;223;736
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;AVAL. PROFESSORES;0;245;245;218;708
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;AVAL. PSCÓLOGOS;0;232;232;0;464
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;AVAL. ASSIST. SOCIAIS;0;236;224;195;655
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;AVAL. ENFERMAGEM;0;247;234;200;681
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;AVAL. MÉDICAS;0;178;114;116;408
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;ALUNOS VACINADOS;0;94;74;35;203
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;VACINAS APLICADAS;0;106;94;37;237
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;ENCAMINHAMENTOS;0;116;26;60;202
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;EXAMES;0;51;43;28;122
URG VIII-MIGUEL COUTO;EMEI AMBAI;ALUNOS CADASTRADOS;94;98;91;103;386
URG VIII-MIGUEL COUTO;EMEI AMBAI;ALUNOS ATENDIDOS;0;85;85;64;234
URG VIII-MIGUEL COUTO;EMEI AMBAI;AVAL. PROFESSORES;0;78;83;58;219
URG VIII-MIGUEL COUTO;EMEI AMBAI;AVAL. PSCÓLOGOS;0;77;55;0;132
URG VIII-MIGUEL COUTO;EMEI AMBAI;AVAL. ASSIST. SOCIAIS;0;78;54;62;194
URG VIII-MIGUEL COUTO;EMEI AMBAI;AVAL. ENFERMAGEM;0;82;57;61;200
URG VIII-MIGUEL COUTO;EMEI AMBAI;AVAL. MÉDICAS;0;70;51;46;167
URG VIII-MIGUEL COUTO;EMEI AMBAI;ALUNOS VACINADOS;0;32;36;15;83
URG VIII-MIGUEL COUTO;EMEI AMBAI;VACINAS APLICADAS;0;39;44;28;111
URG VIII-MIGUEL COUTO;EMEI AMBAI;ENCAMINHAMENTOS;0;17;0;23;40
URG VIII-MIGUEL COUTO;EMEI AMBAI;EXAMES;0;13;0;15;28
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;ALUNOS CADASTRADOS;87;95;87;82;351
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;ALUNOS ATENDIDOS;0;68;63;49;180
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;AVAL. PROFESSORES;0;61;0;45;106
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;AVAL. PSCÓLOGOS;0;61;52;0;113
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;AVAL. ASSIST. SOCIAIS;0;62;53;48;163
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;AVAL. ENFERMAGEM;0;57;60;48;165
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;AVAL. MÉDICAS;0;54;55;48;157
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;ALUNOS VACINADOS;0;32;24;21;77
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;VACINAS APLICADAS;0;38;38;29;105
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;ENCAMINHAMENTOS;0;22;9;17;48
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;EXAMES;0;23;18;23;64
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;ALUNOS CADASTRADOS;0;114;116;174;404
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;ALUNOS ATENDIDOS;0;95;64;81;240
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;AVAL. PROFESSORES;0;83;53;67;203
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;AVAL. PSCÓLOGOS;0;87;54;0;141
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;AVAL. ASSIST. SOCIAIS;0;80;59;74;213
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;AVAL. ENFERMAGEM;0;87;56;75;218
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;AVAL. MÉDICAS;0;78;28;30;136
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;ALUNOS VACINADOS;0;36;14;11;61
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;VACINAS APLICADAS;0;36;20;22;78
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;ENCAMINHAMENTOS;0;20;2;10;32
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;EXAMES;0;15;5;6;26
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;ALUNOS CADASTRADOS;0;122;152;111;385
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;ALUNOS ATENDIDOS;0;96;87;99;282
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;AVAL. PROFESSORES;0;83;54;90;227
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;AVAL. PSCÓLOGOS;0;74;69;0;143
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;AVAL. ASSIST. SOCIAIS;0;84;75;65;224
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;AVAL. ENFERMAGEM;0;91;61;73;225
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;AVAL. MÉDICAS;0;67;47;15;129
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;ALUNOS VACINADOS;0;30;17;28;75
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;VACINAS APLICADAS;0;32;26;33;91
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;ENCAMINHAMENTOS;0;22;18;7;47
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;EXAMES;0;19;15;4;38
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;ALUNOS CADASTRADOS;39;41;40;44;164
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;ALUNOS ATENDIDOS;0;39;28;36;103
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;AVAL. PROFESSORES;0;39;27;36;102
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;AVAL. PSCÓLOGOS;0;33;22;0;55
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;AVAL. ASSIST. SOCIAIS;0;35;24;35;94
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;AVAL. ENFERMAGEM;0;37;26;36;99
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;AVAL. MÉDICAS;0;35;28;31;94
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;ALUNOS VACINADOS;0;11;5;2;18
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;VACINAS APLICADAS;0;12;7;3;22
